"fips","region","abb","polyname","work.own","intel.own","trust.own","work.oth","intel.oth","trust.oth","age","educ","hhinc","race","wave.race","prim.08","clinton.therm","obama.therm","vote.08","gen.08","gen.04","party.id","ideol","wt.345","female","obama.vote.gen","obama.vote.prim","obama.kerry.dum","obama.kerry.dum2","obama.kerry.3","kerry.no.08","oc.therm.dum","oc.therm.lin"
36,1,"NY","new york",13,13.5,19.5,12.5,12.5,18.5,53,3,8,1,5,NA,NA,NA,0,NA,NA,2,3,NA,1,NA,NA,NA,NA,0,NA,NA,NA
17,2,"IL","illinois",49,50,50,50,49,49,36,8,16,1,5,NA,NA,NA,0,NA,NA,7,7,NA,1,NA,NA,NA,NA,0,NA,NA,NA
12,3,"FL","florida",36,36,36,37,37,36,55,3,5,1,5,NA,NA,NA,1,1,NA,3,4,NA,1,0,NA,NA,NA,0,NA,NA,NA
34,1,"NJ","new jersey",0,0,0,26,24,26,42,2,6,2,5,NA,NA,NA,NA,NA,1,2,5,NA,0,NA,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",49,50,50,49,48,49,49,6,17,1,5,NA,NA,NA,1,1,NA,5,4,NA,0,0,NA,NA,NA,0,NA,NA,NA
26,2,"MI","michigan",11,12,12,11,13,12,59,6,16,1,5,NA,NA,NA,1,2,1,1,3,NA,0,1,NA,0,0,0,0,NA,NA
34,1,"NJ","new jersey",42.5,42.5,42.5,49,37,43.5,72,4,13,1,5,NA,NA,NA,1,1,2,7,6,NA,0,0,NA,0,NA,0,NA,NA,NA
40,3,"OK","oklahoma",0,0,0,0,0,0,43,2,4,1,5,NA,NA,NA,0,NA,NA,1,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA
48,3,"TX","texas",40,0,40,27,37,50,29,4,9,2,5,NA,NA,NA,0,NA,NA,1,5,NA,1,NA,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",45,55,55,50,60,60,52,3,15,1,5,NA,NA,NA,1,2,1,1,2,NA,0,1,NA,0,0,0,0,NA,NA
16,4,"ID","idaho",47,47.5,47.5,46.5,47,47.5,57,7,17,1,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,NA,NA,1,NA,0,0,0,0,NA,NA
48,3,"TX","texas",31,31,30,18,18.5,25,35,6,11,4,5,NA,NA,NA,0,NA,2,3,4,NA,1,NA,NA,0,NA,0,NA,NA,NA
36,1,"NY","new york",25,22,37,5,12,7,50,6,15,1,5,NA,NA,NA,1,2,1,1,2,NA,0,1,NA,0,0,0,0,NA,NA
53,4,"WA","washington",37,37.5,37,36.5,37,37.5,62,3,15,1,5,NA,NA,NA,1,2,2,3,4,NA,1,1,NA,0,NA,-1,NA,NA,NA
53,4,"WA","washington",50,50,49,49,49,49,60,8,14,1,5,NA,NA,NA,1,4,NA,4,6,NA,0,0,NA,0,NA,0,NA,NA,NA
17,2,"IL","illinois",9.5,9.5,9.5,9.5,10,9.5,58,6,14,2,5,NA,NA,NA,0,NA,1,1,2,NA,0,NA,NA,NA,NA,0,1,NA,NA
37,3,"NC","north carolina",11.5,13,12.5,31,37,37.5,67,3,8,1,5,NA,NA,NA,0,NA,NA,3,4,NA,1,NA,NA,NA,NA,0,NA,NA,NA
53,4,"WA","washington",37,49,50,49,50,50,59,6,13,1,5,NA,NA,NA,NA,NA,2,3,2,NA,0,NA,NA,0,NA,0,NA,NA,NA
29,2,"MO","missouri",33,33,33,32,33,56,48,6,11,1,5,NA,NA,NA,1,1,2,7,6,NA,0,0,NA,0,NA,0,NA,NA,NA
51,3,"VA","virginia",12,12,13,13,12,12,60,4,13,1,5,NA,NA,NA,1,2,1,1,1,NA,1,1,NA,0,0,0,0,NA,NA
41,4,"OR","oregon",0,0,0,0,0,0,89,5,16,1,5,NA,NA,NA,1,1,NA,7,4,NA,1,0,NA,NA,NA,0,NA,NA,NA
35,4,"NM","new mexico",11,11,11,11,11,12,63,8,10,1,5,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA
29,2,"MO","missouri",25,25,24.5,25,25,24.5,61,7,12,1,5,NA,NA,NA,1,2,1,1,4,NA,1,1,NA,0,0,0,0,NA,NA
26,2,"MI","michigan",49.5,49.5,48.5,49.5,49.5,51,70,4,14,1,5,NA,NA,NA,1,NA,2,5,6,NA,0,NA,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",49.5,49,50,49,50,50,56,6,13,1,5,NA,NA,NA,1,1,2,5,4,NA,1,0,NA,0,NA,0,NA,NA,NA
17,2,"IL","illinois",50,51,74,88,89,87,48,4,14,1,5,NA,NA,NA,0,NA,NA,5,5,NA,0,NA,NA,NA,NA,0,NA,NA,NA
27,2,"MN","minnesota",37,24,25,49,37,38,52,4,14,1,5,NA,NA,NA,1,2,2,5,3,NA,0,1,NA,0,NA,-1,NA,NA,NA
42,1,"PA","pennsylvania",36.5,36.5,36.5,36.5,36.5,36.5,42,7,14,1,5,NA,NA,NA,1,2,1,3,4,NA,1,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",30,31,30.5,29.5,30,30,40,6,13,1,5,NA,NA,NA,1,1,2,7,7,NA,1,0,NA,0,NA,0,NA,NA,NA
39,2,"OH","ohio",24.5,31,37,30.5,37,36.5,48,4,15,1,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
9,1,"CT","connecticut",25,24,24,74,61,62,57,6,19,1,5,NA,NA,NA,1,1,2,7,5,NA,0,0,NA,0,NA,0,NA,NA,NA
16,4,"ID","idaho",37,37,37,37,37,37,44,6,11,1,5,NA,NA,NA,1,2,NA,2,4,NA,0,1,NA,0,NA,0,NA,NA,NA
36,1,"NY","new york",23.5,24.5,25.5,24,25,25,44,7,16,1,5,NA,NA,NA,1,2,1,1,1,NA,1,1,NA,0,0,0,0,NA,NA
39,2,"OH","ohio",16,19,28,13,11,24,38,3,10,1,5,NA,NA,NA,1,2,NA,3,4,NA,1,1,NA,0,NA,0,NA,NA,NA
17,2,"IL","illinois",12,0,0,24,25,13,51,7,18,1,5,NA,NA,NA,1,2,2,6,5,NA,0,1,NA,0,NA,-1,NA,NA,NA
26,2,"MI","michigan",50,31,38,32,50,62,86,4,4,2,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
31,2,"NE","nebraska",13,12.5,12.5,11,12.5,12.5,69,7,16,1,5,NA,NA,NA,1,2,1,3,2,NA,0,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",18,18,18,19,19,22,49,6,16,1,5,NA,NA,NA,NA,NA,1,1,2,NA,0,NA,NA,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,2,NA,NA,1,NA,0,NA,0,NA,NA,NA
47,3,"TN","tennessee",12.5,12.5,12.5,12,12.5,12.5,64,5,15,1,5,NA,NA,NA,1,1,2,7,7,NA,1,0,NA,0,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,4,NA,NA,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",0,0,0,0,0,0,43,3,9,4,5,NA,NA,NA,1,2,2,3,4,NA,1,1,NA,0,NA,-1,NA,NA,NA
46,2,"SD","south dakota",38,43,44,43,44,43,58,7,15,1,5,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA
17,2,"IL","illinois",32,39,44.5,57,56.5,68.5,36,7,17,1,5,NA,NA,NA,1,2,NA,1,3,NA,1,1,NA,0,NA,0,NA,NA,NA
27,2,"MN","minnesota",50,49,49,50,50,49,41,6,15,1,5,NA,NA,NA,1,2,NA,1,2,NA,0,1,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",12.5,31,26,56.5,56.5,69,40,4,7,1,5,NA,NA,NA,1,2,NA,2,4,NA,1,1,NA,0,NA,0,NA,NA,NA
36,1,"NY","new york",21.5,22,21.5,25,25,25,70,7,15,1,5,NA,NA,NA,1,1,NA,7,6,NA,0,0,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",24,36,24,24,24,25,47,4,17,4,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
13,3,"GA","georgia",74.5,68.5,87,50,30.5,49,40,4,12,4,5,NA,NA,NA,1,2,1,1,5,NA,1,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",37,37,37.5,37,37,37,35,6,18,1,5,NA,NA,NA,1,1,2,5,7,NA,1,0,NA,0,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,4,NA,NA,1,NA,0,NA,0,NA,NA,NA
12,3,"FL","florida",25,37,31,37.5,36.5,37,63,4,13,4,5,NA,NA,NA,1,1,NA,7,6,NA,0,0,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",50,50,50,50,50,50,38,5,17,4,5,NA,NA,NA,1,2,NA,2,4,NA,1,1,NA,0,NA,0,NA,NA,NA
37,3,"NC","north carolina",49,50,50,49,49,49,54,2,6,1,5,NA,NA,NA,1,2,1,1,3,NA,0,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",36,31,37,25,37,18,39,6,15,1,5,NA,NA,NA,1,2,1,2,4,NA,1,1,NA,0,0,0,0,NA,NA
37,3,"NC","north carolina",0,0,0,0,0,0,50,4,14,1,5,NA,NA,NA,1,2,NA,1,4,NA,1,1,NA,0,NA,0,NA,NA,NA
27,2,"MN","minnesota",30.5,38,37.5,81.5,62.5,69,66,4,11,1,5,NA,NA,NA,1,1,NA,5,4,NA,0,0,NA,NA,NA,0,NA,NA,NA
48,3,"TX","texas",40,50,50,40,50,50,26,4,9,1,5,NA,NA,NA,1,NA,NA,2,4,NA,1,NA,NA,NA,NA,0,NA,NA,NA
27,2,"MN","minnesota",30.5,42.5,43.5,43,43,47,63,7,14,1,5,NA,NA,NA,1,2,1,1,3,NA,0,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",0,30,0,75,70,70,54,4,9,4,5,NA,NA,NA,0,NA,NA,3,2,NA,0,NA,NA,NA,NA,0,NA,NA,NA
48,3,"TX","texas",25,60,20,50,60,25,38,3,1,2,5,NA,NA,NA,1,2,NA,3,2,NA,1,1,NA,0,NA,0,NA,NA,NA
26,2,"MI","michigan",0,0,0,0,0,0,47,4,13,1,5,NA,NA,NA,1,2,NA,3,4,NA,1,1,NA,0,NA,0,NA,NA,NA
37,3,"NC","north carolina",15,12,12,25,25,11,35,5,12,2,5,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA
55,2,"WI","wisconsin",48.5,49,48.5,49,50,49,30,8,12,1,5,NA,NA,NA,1,2,NA,1,2,NA,1,1,NA,0,NA,0,NA,NA,NA
29,2,"MO","missouri",26,26.5,32,37,31.5,37,59,7,13,1,5,NA,NA,NA,1,2,2,3,3,NA,1,1,NA,0,NA,-1,NA,NA,NA
36,1,"NY","new york",27,27.5,37.5,27,26.5,36,54,5,15,1,5,NA,NA,NA,1,2,NA,1,2,NA,1,1,NA,0,NA,0,NA,NA,NA
37,3,"NC","north carolina",24,25,25,37,37,37,32,4,12,1,5,NA,NA,NA,NA,NA,2,7,7,NA,1,NA,NA,0,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",0,0,0,0,0,0,64,6,9,1,5,NA,NA,NA,1,1,2,6,6,NA,0,0,NA,0,NA,0,NA,NA,NA
53,4,"WA","washington",50,37,42.5,56,36.5,43,33,4,16,1,5,NA,NA,NA,1,1,NA,5,5,NA,1,0,NA,NA,NA,0,NA,NA,NA
35,4,"NM","new mexico",49.5,50,50.5,50,49.5,50,34,8,19,1,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
51,3,"VA","virginia",38,22,28,63,41,57,57,3,11,1,5,NA,NA,NA,1,1,2,6,4,NA,1,0,NA,0,NA,0,NA,NA,NA
12,3,"FL","florida",31,24.5,47,54,45.5,40.5,38,6,15,1,5,NA,NA,NA,0,NA,NA,6,6,NA,1,NA,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",12,12.5,19,24,37.5,51.5,47,4,14,1,5,NA,NA,NA,1,2,1,1,3,NA,0,1,NA,0,0,0,0,NA,NA
33,1,"NH","new hampshire",20,24.5,29,51.5,36.5,52.5,43,4,13,1,5,NA,NA,NA,1,1,NA,5,5,NA,1,0,NA,NA,NA,0,NA,NA,NA
27,2,"MN","minnesota",49,50,49,49,49,49,25,4,13,1,5,NA,NA,NA,1,2,1,2,3,NA,1,1,NA,0,0,0,0,NA,NA
27,2,"MN","minnesota",43.5,55.5,49.5,43,62,56,56,6,16,1,5,NA,NA,NA,1,2,1,3,2,NA,0,1,NA,0,0,0,0,NA,NA
39,2,"OH","ohio",31.5,31,31.5,31,31,30.5,48,6,17,1,5,NA,NA,NA,1,2,1,1,3,NA,1,1,NA,0,0,0,0,NA,NA
26,2,"MI","michigan",37,40,40,50,50,49,63,2,13,1,5,NA,NA,NA,NA,NA,2,7,6,NA,1,NA,NA,0,NA,0,NA,NA,NA
37,3,"NC","north carolina",6,6.5,6,6,5.5,6,58,7,9,1,5,NA,NA,NA,1,2,1,1,2,NA,0,1,NA,0,0,0,0,NA,NA
37,3,"NC","north carolina",25,36,49,75,75,86,74,3,11,1,5,NA,NA,NA,1,1,NA,7,6,NA,1,0,NA,NA,NA,0,NA,NA,NA
39,2,"OH","ohio",87,37,88,13,37,63,19,3,11,1,5,NA,NA,NA,NA,NA,NA,7,6,NA,1,NA,NA,NA,NA,0,NA,NA,NA
41,4,"OR","oregon",34.5,37,40,36.5,41.5,38,59,4,17,1,5,NA,NA,NA,1,2,1,3,4,NA,0,1,NA,0,0,0,0,NA,NA
42,1,"PA","pennsylvania",25,13,12,26,25,12,48,4,14,1,5,NA,NA,NA,1,2,1,1,4,NA,1,1,NA,0,0,0,0,NA,NA
17,2,"IL","illinois",43,31,43.5,37,31,24.5,64,3,13,1,5,NA,NA,NA,1,2,1,2,2,NA,1,1,NA,0,0,0,0,NA,NA
9,1,"CT","connecticut",30,31.5,37,31.5,31,41.5,47,3,16,1,5,NA,NA,NA,1,1,2,5,4,NA,1,0,NA,0,NA,0,NA,NA,NA
9,1,"CT","connecticut",6.5,6.5,6,6,6,6,41,6,11,1,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
34,1,"NJ","new jersey",31,31,31,30.5,31,31,36,6,19,1,5,NA,NA,NA,1,1,NA,6,6,NA,1,0,NA,NA,NA,0,NA,NA,NA
24,3,"MD","maryland",36,38,37,50,25,37,71,4,5,2,5,NA,NA,NA,1,2,1,1,3,NA,1,1,NA,0,0,0,0,NA,NA
39,2,"OH","ohio",15,15,10,15,15,25,40,4,5,2,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
48,3,"TX","texas",37,11,12,74,25,86,56,3,7,4,5,NA,NA,NA,1,5,NA,1,6,NA,1,0,NA,0,NA,0,NA,NA,NA
53,4,"WA","washington",13,36,37,13,25,25,54,5,1,1,5,NA,NA,NA,1,2,1,3,3,NA,0,1,NA,0,0,0,0,NA,NA
23,1,"ME","maine",37,38,37,36,38,36,62,6,11,1,5,NA,NA,NA,1,NA,NA,3,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA
48,3,"TX","texas",49,13,12,26,7,8,34,2,10,1,5,NA,NA,NA,NA,NA,2,6,4,NA,1,NA,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",6,0,0,4,3,3,63,5,13,4,5,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA
53,4,"WA","washington",50,50,49,50,50,50,54,5,14,1,5,NA,NA,NA,1,3,2,7,6,NA,0,0,NA,0,NA,0,NA,NA,NA
44,1,"RI","rhode island",0,0,0,0,0,0,74,6,9,1,5,NA,NA,NA,0,NA,2,5,4,NA,1,NA,NA,0,NA,0,NA,NA,NA
24,3,"MD","maryland",49,48,49,47,50,49,28,4,15,1,5,NA,NA,NA,NA,NA,NA,3,3,NA,1,NA,NA,NA,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",49,50,49,49,49,49,68,4,6,1,5,NA,NA,NA,0,NA,NA,5,6,NA,1,NA,NA,NA,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",44.5,44,25,62,55.5,68,40,4,13,1,5,NA,NA,NA,1,5,NA,2,4,NA,1,0,NA,0,NA,0,NA,NA,NA
25,1,"MA","massachusetts",43,43,43,43,43,43,66,8,8,1,5,NA,NA,NA,1,2,1,3,2,NA,1,1,NA,0,0,0,0,NA,NA
47,3,"TN","tennessee",49.5,49.5,49,49,49.5,49.5,59,4,11,1,5,NA,NA,NA,1,1,2,7,6,NA,0,0,NA,0,NA,0,NA,NA,NA
53,4,"WA","washington",24.5,25,25,24.5,24.5,24.5,40,7,19,1,5,NA,NA,NA,1,2,1,1,2,NA,1,1,NA,0,0,0,0,NA,NA
49,4,"UT","utah",43,43,43,42.5,42.5,43,46,6,6,4,5,NA,NA,NA,1,3,2,6,3,NA,1,0,NA,0,NA,0,NA,NA,NA
4,4,"AZ","arizona",44,43.5,56.5,43,43.5,56.5,25,3,14,1,5,NA,NA,NA,1,2,1,2,2,NA,1,1,NA,0,0,0,0,NA,NA
48,3,"TX","texas",24,24,25,24,24,24,23,3,13,1,5,NA,NA,NA,0,NA,NA,5,4,NA,1,NA,NA,NA,NA,0,NA,NA,NA
39,2,"OH","ohio",30.5,36.5,37.5,61.5,30.5,49.5,41,5,15,1,5,NA,NA,NA,1,1,NA,7,7,NA,1,0,NA,NA,NA,0,NA,NA,NA
4,4,"AZ","arizona",56,62,62,79,87,87,66,7,8,1,5,NA,NA,NA,NA,NA,NA,6,5,NA,0,NA,NA,NA,NA,0,NA,NA,NA
4,4,"AZ","arizona",12.5,24,12,55.5,62,49.5,77,4,9,1,5,NA,NA,NA,1,1,2,5,5,NA,1,0,NA,0,NA,0,NA,NA,NA
51,3,"VA","virginia",40,35,40,100,100,100,25,3,7,1,5,NA,NA,NA,NA,NA,2,6,4,NA,0,NA,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",43.5,25.5,50,19,18,37,37,3,11,2,5,NA,NA,NA,1,2,1,1,4,NA,1,1,NA,0,0,0,0,NA,NA
18,2,"IN","indiana",52,53.5,47.5,51,43.5,43.5,59,2,3,1,5,NA,NA,NA,1,2,1,3,4,NA,1,1,NA,0,0,0,0,NA,NA
36,1,"NY","new york",11,15,23,37,33,55,46,5,16,2,5,NA,NA,NA,1,2,NA,1,3,NA,1,1,NA,0,NA,0,NA,NA,NA
4,4,"AZ","arizona",25,25,24.5,24.5,25,25,86,3,8,1,5,NA,NA,NA,0,NA,NA,4,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA
4,4,"AZ","arizona",25,24,24,24,25,24,52,6,19,1,5,NA,NA,NA,1,1,2,5,4,NA,1,0,NA,0,NA,0,NA,NA,NA
33,1,"NH","new hampshire",38,26,26,25,12,24,51,4,12,1,5,NA,NA,NA,1,2,1,1,1,NA,1,1,NA,0,0,0,0,NA,NA
33,1,"NH","new hampshire",49.5,49,49,49,49,49.5,26,6,14,1,5,NA,NA,NA,1,2,NA,6,3,NA,0,1,NA,0,NA,0,NA,NA,NA
46,2,"SD","south dakota",49,37,35,49,37,37,61,6,11,1,5,NA,NA,NA,1,2,1,1,4,NA,1,1,NA,0,0,0,0,NA,NA
39,2,"OH","ohio",12,12,12,13,12,12,66,4,11,1,5,NA,NA,NA,1,1,NA,7,6,NA,1,0,NA,NA,NA,0,NA,NA,NA
39,2,"OH","ohio",44,45,45,43,44,44,34,6,12,1,5,NA,NA,NA,NA,NA,1,2,3,NA,1,NA,NA,NA,NA,0,NA,NA,NA
25,1,"MA","massachusetts",50,51,50,50,50,50,41,4,9,1,5,NA,NA,NA,1,5,NA,3,4,NA,1,0,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",19,34.5,31,56,61.5,62,42,7,14,4,5,NA,NA,NA,1,2,1,1,4,NA,1,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",36,12,25,36,25,36,43,4,17,1,5,NA,NA,NA,1,2,NA,5,4,NA,1,1,NA,0,NA,0,NA,NA,NA
37,3,"NC","north carolina",38,38,38,50,50,50,70,4,6,1,5,NA,NA,NA,1,1,NA,7,6,NA,1,0,NA,NA,NA,0,NA,NA,NA
6,4,"CA","california",36.5,36.5,36.5,37,37,37,76,7,17,1,5,NA,NA,NA,1,2,NA,3,4,NA,1,1,NA,0,NA,0,NA,NA,NA
17,2,"IL","illinois",0,0,0,0,0,0,39,7,16,1,5,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA
55,2,"WI","wisconsin",25,24.5,24.5,25,25,24.5,46,6,11,1,5,NA,NA,NA,1,1,2,6,6,NA,0,0,NA,0,NA,0,NA,NA,NA
55,2,"WI","wisconsin",31,25,25,25,25,24.5,43,5,15,1,5,NA,NA,NA,1,2,NA,2,2,NA,1,1,NA,0,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",37,37,50,43,43.5,49,62,3,11,1,5,NA,NA,NA,0,NA,NA,7,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",26,26.5,25.5,19,19.5,18,24,6,8,1,5,NA,NA,NA,1,2,3,2,3,NA,1,1,NA,0,NA,0,NA,NA,NA
36,1,"NY","new york",18.5,18,18,18,18.5,19,27,6,14,2,5,NA,NA,NA,1,2,NA,3,5,NA,1,1,NA,0,NA,0,NA,NA,NA
8,4,"CO","colorado",24,24.5,30,25,18.5,30.5,63,6,13,1,5,NA,NA,NA,1,1,NA,6,6,NA,1,0,NA,NA,NA,0,NA,NA,NA
12,3,"FL","florida",0,0,0,0,0,0,46,4,19,1,5,NA,NA,NA,1,2,NA,3,2,NA,1,1,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",49.5,50,50,49.5,49.5,49,67,7,13,1,5,NA,NA,NA,0,NA,NA,3,5,NA,1,NA,NA,NA,NA,0,NA,NA,NA
17,2,"IL","illinois",50,50,50,49.5,50,49.5,35,6,17,1,5,NA,NA,NA,1,1,2,5,4,NA,1,0,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",0,0,0,0,0,0,81,3,8,1,5,NA,NA,NA,NA,NA,1,1,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA
18,2,"IN","indiana",51,25,32,80,95,97,20,3,7,1,5,NA,NA,NA,NA,NA,NA,6,6,NA,1,NA,NA,NA,NA,0,NA,NA,NA
29,2,"MO","missouri",50,50,49.5,55.5,55.5,56,53,4,11,1,5,NA,NA,NA,0,NA,NA,6,5,NA,0,NA,NA,NA,NA,0,NA,NA,NA
45,3,"SC","south carolina",37,37.5,43.5,43.5,50.5,49.5,49,3,8,1,5,NA,NA,NA,0,NA,NA,2,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA
36,1,"NY","new york",25,21,21,24,23,31,64,5,12,1,5,NA,NA,NA,1,1,2,6,4,NA,0,0,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",50,49,50,85,84,84,49,6,11,1,5,NA,NA,NA,1,2,4,3,3,NA,1,1,NA,0,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
9,1,"CT","connecticut",0,5,7.5,0,17,17.5,47,3,16,1,5,NA,NA,NA,1,2,1,2,2,NA,1,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",18,18,18,11.5,18.5,18,66,6,10,1,5,NA,NA,NA,1,2,2,6,5,NA,1,1,NA,0,NA,-1,NA,NA,NA
8,4,"CO","colorado",12,11,25,24,12,25,42,4,8,1,5,NA,NA,NA,1,1,2,7,7,NA,1,0,NA,0,NA,0,NA,NA,NA
17,2,"IL","illinois",25.5,7,17.5,49.5,35,84,19,4,14,1,5,NA,NA,NA,1,2,NA,1,3,NA,1,1,NA,0,NA,0,NA,NA,NA
26,2,"MI","michigan",37,38.5,43,49,50,60,50,3,6,2,5,NA,NA,NA,0,NA,NA,2,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA
36,1,"NY","new york",12,12,13,11,12,12,41,4,6,4,5,NA,NA,NA,0,NA,NA,3,4,NA,1,NA,NA,NA,NA,0,NA,NA,NA
33,1,"NH","new hampshire",24.5,25,25.5,24.5,24.5,24.5,62,6,7,1,5,NA,NA,NA,1,2,NA,1,2,NA,0,1,NA,0,NA,0,NA,NA,NA
51,3,"VA","virginia",22.5,24,25.5,20,24.5,21.5,66,6,5,1,5,NA,NA,NA,1,2,2,5,5,NA,0,1,NA,0,NA,-1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,4,NA,NA,1,NA,0,NA,0,NA,NA,NA
27,2,"MN","minnesota",25,25,24,50,49,49,53,6,5,1,5,NA,NA,NA,NA,NA,2,6,4,NA,0,NA,NA,0,NA,0,NA,NA,NA
48,3,"TX","texas",37.5,37.5,37.5,37.5,37,37.5,34,5,16,1,5,NA,NA,NA,1,1,2,7,6,NA,0,0,NA,0,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",37,37,49,37,50,49,71,2,10,2,5,NA,NA,NA,1,2,1,1,3,NA,1,1,NA,0,0,0,0,NA,NA
53,4,"WA","washington",12,6.5,9.5,6,6,6.5,34,4,11,1,5,NA,NA,NA,1,1,2,7,5,NA,1,0,NA,0,NA,0,NA,NA,NA
1,3,"AL","alabama",40.5,34,40.5,52.5,34,46,47,7,12,1,5,NA,NA,NA,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,NA,NA
1,3,"AL","alabama",49,49,49,49,49,49,57,8,18,1,5,NA,NA,NA,1,2,1,1,2,NA,0,1,NA,0,0,0,0,NA,NA
6,4,"CA","california",52.5,51,53,62.5,61,65.5,47,3,2,2,5,NA,NA,NA,1,5,NA,3,7,NA,1,0,NA,0,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,3,3,NA,NA,NA,NA,0,NA,0,NA,NA,NA
12,3,"FL","florida",48.5,59,57,63.5,60.5,71.5,63,6,15,1,5,NA,NA,NA,1,1,2,6,5,NA,0,0,NA,0,NA,0,NA,NA,NA
44,1,"RI","rhode island",50,50,49,50,50,49,36,3,15,1,5,NA,NA,NA,NA,NA,1,5,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",0,25,24,62,38,87,53,3,12,1,5,NA,NA,NA,1,2,NA,2,4,NA,1,1,NA,0,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",24.5,25,25,25,25,25,48,3,13,1,5,NA,NA,NA,0,NA,NA,6,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA
42,1,"PA","pennsylvania",25,24,21,23,25,24,26,5,14,1,5,NA,NA,NA,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,0,NA,NA,NA
39,2,"OH","ohio",19,19.5,25.5,19,18.5,24.5,72,8,12,1,5,NA,NA,NA,1,2,NA,2,4,NA,1,1,NA,0,NA,0,NA,NA,NA
